Time	Iteration	LossDelta	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
8.552162408828735	0	0.00968933	20.02	9.02328099973	52.0	9.0	20.02	9.02328099973	1001	1001
9.918376207351685	1	0.00802326	19.2264150943	7.86355699782	54.0	8.0	19.2264150943	7.86355699782	1019	2020
11.204925298690796	2	0.0092926	20.7346938776	12.5108532641	77.0	9.0	20.7346938776	12.5108532641	1016	3036
12.507990598678589	3	0.0133839	19.9215686275	12.8151918689	75.0	9.0	19.9215686275	12.8151918689	1016	4052
13.809595584869385	4	0.011198	21.0204081633	13.0735592267	82.0	10.0	21.0204081633	13.0735592267	1030	5082
15.152384042739868	5	0.00509453	20.2	11.1229492492	70.0	8.0	20.2	11.1229492492	1010	6092
16.493027925491333	6	0.0042429	20.26	11.5685954204	55.0	9.0	20.26	11.5685954204	1013	7105
17.8374662399292	7	0.0048914	18.7777777778	8.63384096892	42.0	9.0	18.7777777778	8.63384096892	1014	8119
18.81683897972107	8	0.00270319	17.9649122807	7.98016161354	47.0	8.0	17.9649122807	7.98016161354	1024	9143
19.980977773666382	9	0.00653267	21.1041666667	12.3899145533	68.0	8.0	21.1041666667	12.3899145533	1013	10156
21.1745662689209	10	0.00586224	22.4444444444	11.0826301643	60.0	9.0	22.4444444444	11.0826301643	1010	11166
22.31822109222412	11	0.00464535	19.7058823529	8.07876450865	45.0	9.0	19.7058823529	8.07876450865	1005	12171
23.654024839401245	12	0.00497437	22.1086956522	11.5668722255	71.0	10.0	22.1086956522	11.5668722255	1017	13188
25.007015466690063	13	0.00375366	20.72	10.1981174733	49.0	8.0	20.72	10.1981174733	1036	14224
26.380847454071045	14	0.00633335	20.8163265306	12.8009461854	83.0	10.0	20.8163265306	12.8009461854	1020	15244
27.7498676776886	15	0.00739956	23.8139534884	12.6182883407	62.0	9.0	23.8139534884	12.6182883407	1024	16268
29.042786359786987	16	0.00564003	21.9130434783	11.7062341009	54.0	9.0	21.9130434783	11.7062341009	1008	17276
30.3691725730896	17	0.00470638	21.5833333333	12.2045642646	63.0	9.0	21.5833333333	12.2045642646	1036	18312
31.63797903060913	18	0.00296879	19.7254901961	9.47251634658	60.0	9.0	19.7254901961	9.47251634658	1006	19318
33.0232470035553	19	0.00526619	26.0512820513	12.8620864399	67.0	11.0	26.0512820513	12.8620864399	1016	20334
34.3005268573761	20	0.00251484	21.2978723404	10.4797979792	61.0	9.0	21.2978723404	10.4797979792	1001	21335
35.53360462188721	21	0.00558472	24.4285714286	12.2690917449	57.0	10.0	24.4285714286	12.2690917449	1026	22361
36.85324454307556	22	0.0019207	19.9803921569	9.44227082208	56.0	10.0	19.9803921569	9.44227082208	1019	23380
