Time	Iteration	LossDelta	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
6.932916164398193	0	0.00889206	21.25	10.2601575686	52.0	10.0	21.25	10.2601575686	1020	1020
8.215736627578735	1	0.00882149	22.2608695652	12.3735952784	62.0	9.0	22.2608695652	12.3735952784	1024	2044
9.447653532028198	2	0.0115814	22.1956521739	12.2715995294	56.0	8.0	22.1956521739	12.2715995294	1021	3065
10.666636943817139	3	0.00313759	23.3953488372	13.7640237743	90.0	8.0	23.3953488372	13.7640237743	1006	4071
11.917404174804688	4	0.00672531	20.2	8.37615663655	52.0	8.0	20.2	8.37615663655	1010	5081
13.117846727371216	5	0.0175781	25.025	12.0197493734	69.0	9.0	25.025	12.0197493734	1001	6082
14.34479284286499	6	-0.00180149	19.7450980392	7.977525139	52.0	10.0	19.7450980392	7.977525139	1007	7089
15.610445261001587	7	0.00205612	23.6511627907	19.5172955152	126.0	10.0	23.6511627907	19.5172955152	1017	8106
16.87085223197937	8	0.00191689	21.7234042553	10.1472187315	57.0	9.0	21.7234042553	10.1472187315	1021	9127
18.10735034942627	9	-5.53131e-05	19.25	8.47819601639	57.0	9.0	19.25	8.47819601639	1001	10128
19.331851959228516	10	0.00278854	23.3488372093	11.3134694798	65.0	8.0	23.3488372093	11.3134694798	1004	11132
20.56162142753601	11	0.00606728	22.4444444444	13.9149089597	84.0	9.0	22.4444444444	13.9149089597	1010	12142
21.792076110839844	12	0.000796318	19.1698113208	8.64332188293	44.0	9.0	19.1698113208	8.64332188293	1016	13158
23.03575563430786	13	-7.05719e-05	22.4444444444	10.9555780933	69.0	12.0	22.4444444444	10.9555780933	1010	14168
24.276687383651733	14	0.00780106	22.4666666667	12.128204044	73.0	10.0	22.4666666667	12.128204044	1011	15179
25.559041261672974	15	-0.000873566	22.7446808511	14.5082047002	96.0	9.0	22.7446808511	14.5082047002	1069	16248
26.631649255752563	16	0.00358963	22.6888888889	10.4771120326	52.0	10.0	22.6888888889	10.4771120326	1021	17269
27.513025999069214	17	0.00153542	19.6470588235	8.8069124576	54.0	10.0	19.6470588235	8.8069124576	1002	18271
28.51105809211731	18	0.00253677	20.22	9.06926678403	46.0	8.0	20.22	9.06926678403	1011	19282
29.77410578727722	19	0.00316048	22.6	10.783526531	57.0	9.0	22.6	10.783526531	1017	20299
31.024851322174072	20	0.0103359	22.8666666667	17.4338113383	116.0	9.0	22.8666666667	17.4338113383	1029	21328
32.246240854263306	21	-0.00212097	21.7608695652	10.2621821194	62.0	10.0	21.7608695652	10.2621821194	1001	22329
33.4542601108551	22	0.00690842	19.5576923077	9.91582546612	67.0	10.0	19.5576923077	9.91582546612	1017	23346
