Time	Iteration	LossDelta	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
13.228930950164795	0	0.011734	19.5369649805	10.2520566092	81.0	8.0	19.5369649805	10.2520566092	5021	5021
19.111316680908203	1	0.00567245	19.0912547529	9.49240438515	62.0	8.0	19.0912547529	9.49240438515	5021	10042
25.021889448165894	2	0.00932503	19.9604743083	10.0818007565	60.0	8.0	19.9604743083	10.0818007565	5050	15092
31.053967237472534	3	0.00562096	18.6753731343	8.59598080819	73.0	8.0	18.6753731343	8.59598080819	5005	20097
37.1728458404541	4	0.00621986	19.2298850575	9.97664070501	66.0	8.0	19.2298850575	9.97664070501	5019	25116
43.211350440979004	5	0.00449562	19.4186046512	9.79336721786	67.0	8.0	19.4186046512	9.79336721786	5010	30126
49.161643505096436	6	0.00331497	19.3513513514	10.4318022496	84.0	8.0	19.3513513514	10.4318022496	5012	35138
55.10180854797363	7	0.00571823	19.4591439689	9.51464589077	84.0	8.0	19.4591439689	9.51464589077	5001	40139
60.743741512298584	8	0.00247383	20.4530612245	9.88230953013	72.0	8.0	20.4530612245	9.88230953013	5011	45150
65.58138608932495	9	0.00312424	19.8549019608	9.0275463786	67.0	8.0	19.8549019608	9.0275463786	5063	50213
71.3800482749939	10	0.00345993	20.3780487805	10.9562770113	110.0	8.0	20.3780487805	10.9562770113	5013	55226
77.25835680961609	11	0.0023756	18.6022304833	9.13069879322	57.0	8.0	18.6022304833	9.13069879322	5004	60230
83.2910385131836	12	0.00450897	20.5901639344	9.18280118907	67.0	8.0	20.5901639344	9.18280118907	5024	65254
89.18178296089172	13	0.00352669	20.8174273859	11.1533942148	94.0	9.0	20.8174273859	11.1533942148	5017	70271
95.10203266143799	14	0.00415802	20.6090534979	10.7825228352	63.0	8.0	20.6090534979	10.7825228352	5008	75279
100.71253490447998	15	0.00621223	21.6926406926	11.0761194482	70.0	9.0	21.6926406926	11.0761194482	5011	80290
106.51759362220764	16	0.00278664	20.9208333333	10.2955281217	61.0	9.0	20.9208333333	10.2955281217	5021	85311
112.56025576591492	17	0.00445747	20.6090534979	9.41320762041	65.0	8.0	20.6090534979	9.41320762041	5008	90319
118.55753517150879	18	0.00125504	21.3744680851	11.5929264582	68.0	8.0	21.3744680851	11.5929264582	5023	95342
124.50331282615662	19	0.00311661	20.5967078189	9.70818613596	74.0	8.0	20.5967078189	9.70818613596	5005	100347
130.32533860206604	20	0.00298309	21.6163793103	11.8846571909	73.0	9.0	21.6163793103	11.8846571909	5015	105362
136.00395488739014	21	0.00229645	21.0460251046	10.903627611	71.0	9.0	21.0460251046	10.903627611	5030	110392
