Time	Iteration	LossDelta	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
11.965592861175537	0	0.000929534	23.544600939	12.1637548045	74.0	9.0	23.544600939	12.1637548045	5015	5015
18.329831838607788	1	0.0010072	23.4299065421	11.4174093576	66.0	9.0	23.4299065421	11.4174093576	5014	10029
24.57599902153015	2	0.000910166	23.1666666667	11.8454554499	93.0	10.0	23.1666666667	11.8454554499	5004	15033
31.403496503829956	3	0.0010597	23.5727699531	14.2252374529	97.0	8.0	23.5727699531	14.2252374529	5021	20054
37.8433883190155	4	0.000891862	24.023923445	13.5259595142	81.0	9.0	24.023923445	13.5259595142	5021	25075
44.19309663772583	5	0.000953164	22.995412844	11.2116820246	64.0	8.0	22.995412844	11.2116820246	5013	30088
50.487199544906616	6	0.00100136	24.1490384615	13.0910972038	83.0	8.0	24.1490384615	13.0910972038	5023	35111
56.48663783073425	7	0.000904405	24.8805970149	13.483200221	78.0	9.0	24.8805970149	13.483200221	5001	40112
63.23708486557007	8	0.000935048	24.7142857143	13.9194425054	115.0	9.0	24.7142857143	13.9194425054	5017	45129
70.04088425636292	9	0.00094492	26.6276595745	16.1053605735	90.0	8.0	26.6276595745	16.1053605735	5006	50135
76.09215998649597	10	0.000797597	27.0215053763	14.64525208	92.0	9.0	27.0215053763	14.64525208	5026	55161
82.46808791160583	11	0.000856627	27.0864864865	15.7161676465	96.0	9.0	27.0864864865	15.7161676465	5011	60172
89.25147986412048	12	0.00101367	26.8449197861	15.6520492369	84.0	9.0	26.8449197861	15.6520492369	5020	65192
95.78990888595581	13	0.00105584	28.5480225989	17.5463618016	108.0	8.0	28.5480225989	17.5463618016	5053	70245
102.58601069450378	14	0.000940918	29.5087719298	15.3170655203	96.0	8.0	29.5087719298	15.3170655203	5046	75291
109.18114256858826	15	0.00111316	27.4043715847	14.5902273796	98.0	9.0	27.4043715847	14.5902273796	5015	80306
115.72236251831055	16	0.00106304	29.1627906977	16.433700814	80.0	10.0	29.1627906977	16.433700814	5016	85322
122.45886731147766	17	0.000909635	30.975308642	18.2313495492	105.0	9.0	30.975308642	18.2313495492	5018	90340
129.52830147743225	18	0.000899805	29.4302325581	17.4049182421	111.0	10.0	29.4302325581	17.4049182421	5062	95402
135.61095929145813	19	0.00107827	28.7085714286	16.6921944364	97.0	10.0	28.7085714286	16.6921944364	5024	100426
141.01498246192932	20	0.000903362	28.8628571429	15.0520446777	88.0	10.0	28.8628571429	15.0520446777	5051	105477
147.63703107833862	21	0.000964122	30.7300613497	16.9032110609	96.0	10.0	30.7300613497	16.9032110609	5009	110486
153.97500157356262	22	0.000797164	34.1013513514	19.659513846	112.0	10.0	34.1013513514	19.659513846	5047	115533
159.96879601478577	23	0.00100951	32.6493506494	18.054582635	108.0	9.0	32.6493506494	18.054582635	5028	120561
166.5539276599884	24	0.00097266	30.8466257669	17.1498565778	92.0	9.0	30.8466257669	17.1498565778	5028	125589
173.05372643470764	25	0.000779997	33.9391891892	19.2207047538	130.0	9.0	33.9391891892	19.2207047538	5023	130612
179.3111755847931	26	0.000700417	32.6233766234	18.6985928778	106.0	11.0	32.6233766234	18.6985928778	5024	135636
185.86040925979614	27	0.00076268	34.4178082192	21.0119851153	125.0	9.0	34.4178082192	21.0119851153	5025	140661
192.24716138839722	28	0.000897361	34.8620689655	17.8041532116	104.0	9.0	34.8620689655	17.8041532116	5055	145716
