Time	Iteration	LossDelta	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
7.474229574203491	0	0.000871325	18.0892857143	8.11805040308	54.0	8.0	18.0892857143	8.11805040308	1013	1013
8.774024248123169	1	0.000666961	18.7037037037	8.33251024742	49.0	9.0	18.7037037037	8.33251024742	1010	2023
10.099858283996582	2	0.000891104	21.5531914894	11.6213459334	61.0	9.0	21.5531914894	11.6213459334	1013	3036
11.561761379241943	3	0.000599487	18.9259259259	8.54368263874	51.0	9.0	18.9259259259	8.54368263874	1022	4058
12.825363874435425	4	0.000589533	19.862745098	11.7523791631	73.0	9.0	19.862745098	11.7523791631	1013	5071
14.099567890167236	5	0.000423121	19.6274509804	10.3809040075	65.0	10.0	19.6274509804	10.3809040075	1001	6072
15.350404024124146	6	0.000772789	18.7407407407	8.62207585468	47.0	9.0	18.7407407407	8.62207585468	1012	7084
16.638762712478638	7	0.000444912	20.36	9.72370299834	54.0	9.0	20.36	9.72370299834	1018	8102
17.888463497161865	8	0.000467075	16.5901639344	6.38742886568	38.0	9.0	16.5901639344	6.38742886568	1012	9114
19.160890579223633	9	0.000490453	20.06	8.62881220099	46.0	9.0	20.06	8.62881220099	1003	10117
20.413500547409058	10	0.000480352	21.4042553191	10.7280891489	49.0	10.0	21.4042553191	10.7280891489	1006	11123
21.858765840530396	11	0.000491079	19.6470588235	11.3531951612	68.0	8.0	19.6470588235	11.3531951612	1002	12125
23.14047384262085	12	0.000486689	19.9019607843	7.97362048296	38.0	9.0	19.9019607843	7.97362048296	1015	13140
24.403316020965576	13	0.000430495	20.4285714286	9.76875485559	46.0	8.0	20.4285714286	9.76875485559	1001	14141
25.538461446762085	14	0.000286577	19.0	6.90911347834	45.0	9.0	19.0	6.90911347834	1007	15148
26.701442003250122	15	0.000504849	21.3829787234	10.654243369	55.0	9.0	21.3829787234	10.654243369	1005	16153
27.997125387191772	16	0.000638234	22.4444444444	9.20520518343	46.0	10.0	22.4444444444	9.20520518343	1010	17163
29.117894411087036	17	0.000473537	21.3829787234	11.3222680073	74.0	9.0	21.3829787234	11.3222680073	1005	18168
30.43679165840149	18	0.00016409	23.0454545455	8.55185930197	55.0	11.0	23.0454545455	8.55185930197	1014	19182
31.677695274353027	19	0.000495654	20.5714285714	9.8726585961	56.0	11.0	20.5714285714	9.8726585961	1008	20190
32.943522214889526	20	0.000434797	23.7441860465	14.0416208951	74.0	9.0	23.7441860465	14.0416208951	1021	21211
34.20528268814087	21	0.00022325	21.9565217391	11.9071708788	61.0	9.0	21.9565217391	11.9071708788	1010	22221
35.44893980026245	22	0.000450114	21.5106382979	9.23884569659	48.0	10.0	21.5106382979	9.23884569659	1011	23232
36.73711848258972	23	0.000173803	21.7446808511	9.94766750188	56.0	10.0	21.7446808511	9.94766750188	1022	24254
37.97178649902344	24	0.000433611	22.8409090909	13.0609466137	80.0	9.0	22.8409090909	13.0609466137	1005	25259
39.282970905303955	25	0.000441742	21.7446808511	10.7673029182	62.0	8.0	21.7446808511	10.7673029182	1022	26281
40.518197536468506	26	0.000320757	18.8148148148	7.41138781944	50.0	9.0	18.8148148148	7.41138781944	1016	27297
41.69464635848999	27	0.000268183	22.4666666667	12.4465077655	82.0	10.0	22.4666666667	12.4465077655	1011	28308
43.03733158111572	28	0.000341943	22.5555555556	10.6865555319	52.0	10.0	22.5555555556	10.6865555319	1015	29323
44.346853733062744	29	0.000321249	23.880952381	15.1110214917	70.0	9.0	23.880952381	15.1110214917	1003	30326
45.66796684265137	30	0.000459017	19.3962264151	9.10181326044	47.0	9.0	19.3962264151	9.10181326044	1028	31354
46.94378209114075	31	0.000446878	22.347826087	10.4719446957	58.0	9.0	22.347826087	10.4719446957	1028	32382
48.229618072509766	32	0.000564513	24.1666666667	8.76116068269	47.0	10.0	24.1666666667	8.76116068269	1015	33397
49.598020792007446	33	0.000548153	23.9285714286	14.1124613242	90.0	9.0	23.9285714286	14.1124613242	1005	34402
50.907782554626465	34	0.00047137	26.7105263158	17.0863255493	85.0	8.0	26.7105263158	17.0863255493	1015	35417
52.12534832954407	35	0.000524692	21.847826087	10.5767739622	59.0	9.0	21.847826087	10.5767739622	1005	36422
53.37656116485596	36	0.000385352	23.3488372093	11.6457073056	59.0	10.0	23.3488372093	11.6457073056	1004	37426
