Time	Iteration	LossDelta	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
6.186972141265869	0	0.00620079	22.9545454545	12.3839238631	63.0	9.0	22.9545454545	12.3839238631	1010	1010
7.430799961090088	1	0.00193596	20.137254902	9.1566318147	64.0	10.0	20.137254902	9.1566318147	1027	2037
8.602879285812378	2	0.0120602	22.8409090909	12.7331763905	64.0	9.0	22.8409090909	12.7331763905	1005	3042
9.783486366271973	3	0.00830269	20.22	8.5118505626	45.0	8.0	20.22	8.5118505626	1011	4053
10.943065404891968	4	0.00279236	20.875	10.9442241236	56.0	9.0	20.875	10.9442241236	1002	5055
12.101983785629272	5	0.00503922	22.75	12.5247482283	72.0	9.0	22.75	12.5247482283	1001	6056
13.250055074691772	6	0.00273705	20.9591836735	9.85395224485	51.0	9.0	20.9591836735	9.85395224485	1027	7083
14.233885049819946	7	0.00648117	23.5813953488	13.3734074177	67.0	9.0	23.5813953488	13.3734074177	1014	8097
15.412898063659668	8	0.000468254	19.25	8.49858585522	50.0	9.0	19.25	8.49858585522	1001	9098
16.61221146583557	9	0.00945473	22.2444444444	10.2244925015	59.0	8.0	22.2444444444	10.2244925015	1001	10099
17.815257787704468	10	0.00331116	21.7826086957	12.3251475756	57.0	9.0	21.7826086957	12.3251475756	1002	11101
19.008906602859497	11	-0.000175476	20.6326530612	9.16224256826	46.0	10.0	20.6326530612	9.16224256826	1011	12112
20.254836320877075	12	0.0065403	23.488372093	10.8699973108	52.0	10.0	23.488372093	10.8699973108	1010	13122
21.490650177001953	13	0.0115738	24.6341463415	18.1373568106	101.0	10.0	24.6341463415	18.1373568106	1010	14132
22.71799087524414	14	0.00438881	24.3095238095	14.2084617566	75.0	11.0	24.3095238095	14.2084617566	1021	15153
23.977489471435547	15	0.00673294	24.6341463415	11.6760252541	61.0	10.0	24.6341463415	11.6760252541	1010	16163
25.24746608734131	16	0.00426865	23.7441860465	12.4416648539	77.0	9.0	23.7441860465	12.4416648539	1021	17184
26.451549768447876	17	0.00825119	22.75	13.9285922411	91.0	10.0	22.75	13.9285922411	1001	18185
27.708333730697632	18	0.00753403	24.9024390244	12.9705198159	66.0	11.0	24.9024390244	12.9705198159	1021	19206
29.00483798980713	19	0.00810814	26.5384615385	17.3764446422	75.0	10.0	26.5384615385	17.3764446422	1035	20241
30.28290843963623	20	0.00469208	23.511627907	11.6086817813	46.0	9.0	23.511627907	11.6086817813	1011	21252
31.524447679519653	21	0.00873756	23.4186046512	11.7398794775	57.0	9.0	23.4186046512	11.7398794775	1007	22259
32.792983293533325	22	0.0018177	22.347826087	8.63314490358	48.0	9.0	22.347826087	8.63314490358	1028	23287
34.05448293685913	23	0.00483322	26.1025641026	13.3220366345	60.0	10.0	26.1025641026	13.3220366345	1018	24305
35.35653281211853	24	0.00294685	24.4634146341	13.7983695767	75.0	9.0	24.4634146341	13.7983695767	1003	25308
36.62170052528381	25	0.00547218	24.7857142857	12.1900344042	83.0	12.0	24.7857142857	12.1900344042	1041	26349
37.85458326339722	26	0.00967216	22.0	12.124355653	63.0	9.0	22.0	12.124355653	1012	27361
39.08595108985901	27	0.00555992	23.6363636364	10.2116041592	55.0	11.0	23.6363636364	10.2116041592	1040	28401
40.32376575469971	28	0.0101814	28.6285714286	15.6918281085	92.0	11.0	28.6285714286	15.6918281085	1002	29403
41.54734969139099	29	0.00790977	24.6097560976	14.0779676485	76.0	9.0	24.6097560976	14.0779676485	1009	30412
42.749571323394775	30	0.00612831	26.0256410256	11.9045071824	51.0	9.0	26.0256410256	11.9045071824	1015	31427
43.998515605926514	31	0.00802612	25.1	11.6056020955	54.0	10.0	25.1	11.6056020955	1004	32431
45.25821280479431	32	0.0158691	26.4210526316	14.9043115961	75.0	9.0	26.4210526316	14.9043115961	1004	33435
46.486244201660156	33	0.00395584	23.488372093	12.4739208752	59.0	10.0	23.488372093	12.4739208752	1010	34445
47.717854022979736	34	0.0055809	26.3076923077	15.2183321404	72.0	10.0	26.3076923077	15.2183321404	1026	35471
48.94341468811035	35	0.00228691	25.2	12.9830658937	65.0	11.0	25.2	12.9830658937	1008	36479
50.14978909492493	36	0.00910187	25.05	10.6699343953	51.0	10.0	25.05	10.6699343953	1002	37481
51.394614458084106	37	-8.7738e-05	26.7894736842	11.2604522082	55.0	9.0	26.7894736842	11.2604522082	1018	38499
52.664509773254395	38	0.0105228	27.7027027027	14.2466019938	65.0	11.0	27.7027027027	14.2466019938	1025	39524
53.979687452316284	39	0.00723839	25.7692307692	13.9971820213	63.0	11.0	25.7692307692	13.9971820213	1005	40529
55.23925805091858	40	0.00320625	24.7804878049	12.9115418118	73.0	11.0	24.7804878049	12.9115418118	1016	41545
56.4876663684845	41	0.0208492	28.7714285714	16.2973892989	79.0	16.0	28.7714285714	16.2973892989	1007	42552
57.76536965370178	42	0.00959969	29.1142857143	14.173962907	63.0	9.0	29.1142857143	14.173962907	1019	43571
59.0296950340271	43	0.0062027	25.75	13.3411955986	65.0	10.0	25.75	13.3411955986	1030	44601
60.34257650375366	44	0.0134125	31.5625	17.7340377171	76.0	11.0	31.5625	17.7340377171	1010	45611
61.57612466812134	45	0.00507736	26.5263157895	15.2155336868	73.0	10.0	26.5263157895	15.2155336868	1008	46619
62.85494327545166	46	0.00485611	27.2631578947	12.7189957617	68.0	11.0	27.2631578947	12.7189957617	1036	47655
64.12658834457397	47	0.00268173	27.1842105263	13.3236143017	75.0	9.0	27.1842105263	13.3236143017	1033	48688
